State,Cycle Year,Level,Seats,Institution,Institution Note,Party Control,Governor,Governor Role,Upper House,Upper House Role,Lower House,Lower House Role,Court Action,Passed,Start Date,End Date,Plan Status,Drawn by,Party drawing,SHPsource,GeoJSON,ZIP,PDF
KY,2010,State Lower,100,Legislature,,Split,D,,"14 D, 22 R, 1 O",,"55 D, 45 R",,Court sent map back to legislature,2013-08-23,2013-08-23,2022-01-20,Superseded,Legislature,Split,https://legislature.ky.gov/Public%20Services/GIS%20contents/HH001M01.zip,ky_2010_state_lower_2013-08-23.json,ky_2010_state_lower_2013-08-23.zip,ky_2010_state_lower_2013-08-23.pdf
KY,2020,Congress,6,Legislature,Vetoproof,Republican,D,,"7 D, 31 R",,"25 D, 75 R",,rejected challenge to leg. map,2022-01-20,2022-01-20,2031-06-30,Active,Legislature,Republican,,ky_2020_congress_2022-01-20.json,ky_2020_congress_2022-01-20.zip,ky_2020_congress_2022-01-20.pdf
KY,2020,State Upper,38,Legislature,Vetoproof,Republican,D,,"7 D, 31 R",,"25 D, 75 R",,,2022-01-21,2022-01-21,2031-06-30,Active,Legislature,Republican,,ky_2020_state_upper_2022-01-21.json,ky_2020_state_upper_2022-01-21.zip,ky_2020_state_upper_2022-01-21.pdf
KY,2020,State Lower,100,Legislature,Vetoproof,Republican,D,,"7 D, 31 R",,"25 D, 75 R",,rejected challenge to leg. map,2022-01-20,2022-01-20,2031-06-30,Active,Legislature,Republican,,ky_2020_state_lower_2022-01-20.json,ky_2020_state_lower_2022-01-20.zip,ky_2020_state_lower_2022-01-20.pdf
LA,2000,Congress,7,Legislature,Vetoproof,Democratic,R,,27 D. 12 R,,"75 D, 30 R",,,2001-10-19,2002-04-01,2011-08-01,Superseded,Legislature,Democratic,,la_2000_congress_2002-04-01.json,la_2000_congress_2002-04-01.zip,la_2000_congress_2002-04-01.pdf
LA,2000,State Upper,39,Legislature,Vetoproof,Democratic,R,,27 D. 12 R,,"75 D, 30 R",,,2001-10-16,2002-07-02,2003-05-13,Superseded,Legislature,Democratic,,la_2000_state_upper_2002-07-02.json,la_2000_state_upper_2002-07-02.zip,la_2000_state_upper_2002-07-02.pdf
LA,2000,State Lower,105,Legislature,Vetoproof,Democratic,R,,27 D. 12 R,,"75 D, 30 R",,court sent map back to legislature,2001-10-16,2001-10-16,2003-05-20,Struck by federal court,Legislature,Democratic,,la_2000_state_lower_2001-10-16.json,la_2000_state_lower_2001-10-16.zip,la_2000_state_lower_2001-10-16.pdf
LA,2000,State Upper,39,Legislature,Vetoproof,Democratic,R,,27 D. 12 R,,"75 D, 30 R",,,2003-05-13,2003-05-13,2011-06-28,Superseded,Legislature,Democratic,,la_2000_state_upper_2003-05-13.json,la_2000_state_upper_2003-05-13.zip,la_2000_state_upper_2003-05-13.pdf
LA,2000,State Lower,105,Legislature,Vetoproof,Democratic,R,,27 D. 12 R,,"75 D, 30 R",,,2003-05-07,2003-05-20,2003-06-03,Superseded,Legislature,Democratic,,la_2000_state_lower_2003-05-20.json,la_2000_state_lower_2003-05-20.zip,la_2000_state_lower_2003-05-20.pdf
LA,2000,State Lower,105,Legislature,Vetoproof,Democratic,R,,27 D. 12 R,,"75 D, 30 R",,,2003-06-03,2003-06-03,2004-06-25,Superseded,Legislature,Democratic,,la_2000_state_lower_2003-06-03.json,la_2000_state_lower_2003-06-03.zip,la_2000_state_lower_2003-06-03.pdf
LA,2000,State Lower,105,Legislature,,Democratic,D,,24 D. 15 R,,"68 D, 36 R, 1 I",,,2004-06-25,2004-06-25,2011-06-20,Superseded,Legislature,Democratic,,la_2000_state_lower_2004-06-25.json,la_2000_state_lower_2004-06-25.zip,la_2000_state_lower_2004-06-25.pdf
LA,2010,Congress,6,Legislature,,Republican,R,,"17 D, 22 R",,"49 D, 52 R, 4 O",,Pending litigation,2011-04-14,2011-08-01,2022-03-31,Superseded,Legislature,Republican,https://house.louisiana.gov/H_Redistricting2011/ShapfilesAnd2010CensusBlockEquivFiles/Shapefile%20-%20Congress%20-%20Act%202%20(HB6)%20of%20the%202011%20ES.zip,la_2010_congress_2011-08-01.json,la_2010_congress_2011-08-01.zip,la_2010_congress_2011-08-01.pdf
LA,2010,State Upper,39,Legislature,,Republican,R,,"17 D, 22 R",,"49 D, 52 R, 4 O",,,2011-04-14,2011-06-28,2022-03-09,Superseded,Legislature,Republican,https://house.louisiana.gov/H_Redistricting2011/ShapfilesAnd2010CensusBlockEquivFiles/Shapefile%20-%20Senate%20-%20Act%2024%20(SB1)%20of%20the%202011%20ES.zip,la_2010_state_upper_2011-06-28.json,la_2010_state_upper_2011-06-28.zip,la_2010_state_upper_2011-06-28.pdf
LA,2010,State Lower,104,Legislature,,Republican,R,,"17 D, 22 R",,"49 D, 52 R, 4 O",,,2011-04-14,2011-06-20,2022-03-09,Superseded,Legislature,Republican,https://house.louisiana.gov/H_Redistricting2011/ShapfilesAnd2010CensusBlockEquivFiles/Shapefile%20-%20House%20-%20Act%201%20(HB1)%20of%20the%202011%20ES.zip,la_2010_state_lower_2011-06-20.json,la_2010_state_lower_2011-06-20.zip,la_2010_state_lower_2011-06-20.pdf
LA,2020,Congress,6,Legislature,,Split,D,,"12 D, 27 R",,"35 D, 68 R, 2 O",,court sent map back to legislature,2022-03-31,2022-03-31,2024-01-22,Struck by federal court,Legislature,Republican,,la_2020_congress_2022-03-31.json,la_2020_congress_2022-03-31.zip,la_2020_congress_2022-03-31.pdf
LA,2020,Congress,6,Legislature,,Split,R,,"12 D, 27 R",,"35 D, 68 R, 2 O",,,2024-01-22,2024-01-22,,Active,Legislature,Republican,,la_2020_congress_2024-01-22.json,la_2020_congress_2024-01-22.zip,la_2020_congress_2024-01-22.pdf
LA,2020,State Upper,39,Legislature,,Split,D,,"12 D, 27 R",,"35 D, 68 R, 2 O",,court sent map back to legislature,2022-03-09,2022-03-09,2024-02-08,Struck by federal court,Legislature,Republican,,la_2020_state_upper_2022-03-09.json,la_2020_state_upper_2022-03-09.zip,la_2020_state_upper_2022-03-09.pdf
LA,2020,State Lower,104,Legislature,,Split,D,,"12 D, 27 R",,"35 D, 68 R, 2 O",,court sent map back to legislature,2022-03-09,2022-03-09,2024-02-08,Struck by federal court,Legislature,Republican,,la_2020_state_lower_2022-03-09.json,la_2020_state_lower_2022-03-09.zip,la_2020_state_lower_2022-03-09.pdf
MA,2000,Congress,10,Legislature,Vetoproof,Democratic,R,,"32 D, 6 R, 2 O",,"136 D, 22 R, 2 O",,,2002-02-11,2002-02-11,2011-11-21,Superseded,Legislature,Democratic,,ma_2000_congress_2002-02-11.json,ma_2000_congress_2002-02-11.zip,ma_2000_congress_2002-02-11.pdf
MA,2000,State Upper,40,Legislature,Vetoproof,Democratic,R,,"32 D, 6 R, 2 O",,"136 D, 22 R, 2 O",,,2001-11-08,2001-11-08,2011-11-03,Superseded,Legislature,Democratic,,ma_2000_state_upper_2001-11-08.json,ma_2000_state_upper_2001-11-08.zip,ma_2000_state_upper_2001-11-08.pdf
MA,2000,State Lower,160,Legislature,Vetoproof,Democratic,R,,"32 D, 6 R, 2 O",,"136 D, 22 R, 2 O",,court sent map back to legislature,2001-11-08,2001-11-08,2004-04-16,Struck by federal court,Legislature,Democratic,,ma_2000_state_lower_2001-11-08.json,ma_2000_state_lower_2001-11-08.zip,ma_2000_state_lower_2001-11-08.pdf
MA,2000,State Lower,160,Legislature,Vetoproof,Democratic,R,,"34 D, 6 R",,"135 D, 23 R, 2 O",,,2004-04-16,2004-04-16,2011-11-03,Superseded,Legislature,Democratic,,ma_2000_state_lower_2004-04-16.json,ma_2000_state_lower_2004-04-16.zip,ma_2000_state_lower_2004-04-16.pdf
MA,2010,Congress,9,Legislature,,Democratic,D,,"36 D, 4 R",,"128 D, 31 R",,,2011-11-21,2011-11-21,2021-11-22,Superseded,Legislature,Democratic,https://malegislature.gov/Content/Documents/Redistricting/Documents/ShapefilesCongress-2011.zip,ma_2010_congress_2011-11-21.json,ma_2010_congress_2011-11-21.zip,ma_2010_congress_2011-11-21.pdf
MA,2010,State Upper,40,Legislature,,Democratic,D,,"36 D, 4 R",,"128 D, 31 R",,,2011-11-03,2011-11-03,2021-11-05,Superseded,Legislature,Democratic,https://malegislature.gov/Content/Documents/Redistricting/Documents/ShapefilesSenate-2011.zip,ma_2010_state_upper_2011-11-03.json,ma_2010_state_upper_2011-11-03.zip,ma_2010_state_upper_2011-11-03.pdf
MA,2010,State Lower,160,Legislature,,Democratic,D,,"36 D, 4 R",,"128 D, 31 R",,,2011-11-03,2011-11-03,2021-11-04,Superseded,Legislature,Democratic,https://malegislature.gov/Content/Documents/Redistricting/Documents/ShapefilesHouse-2011.zip,ma_2010_state_lower_2011-11-03.json,ma_2010_state_lower_2011-11-03.zip,ma_2010_state_lower_2011-11-03.pdf
MA,2020,Congress,9,Legislature,Vetoproof,Democratic,R,,"37 D, 3 R",,"129 D, 30 R, 1 O",,,2021-11-22,2021-11-22,2031-06-30,Active,Legislature,Democratic,,ma_2020_congress_2021-11-22.json,ma_2020_congress_2021-11-22.zip,ma_2020_congress_2021-11-22.pdf
MA,2020,State Upper,40,Legislature,Vetoproof,Democratic,R,,"37 D, 3 R",,"129 D, 30 R, 1 O",,,2021-11-05,2021-11-05,2031-06-30,Active,Legislature,Democratic,,ma_2020_state_upper_2021-11-05.json,ma_2020_state_upper_2021-11-05.zip,ma_2020_state_upper_2021-11-05.pdf
MA,2020,State Lower,160,Legislature,Vetoproof,Democratic,R,,"37 D, 3 R",,"129 D, 30 R, 1 O",,,2021-11-04,2021-11-04,2031-06-30,Active,Legislature,Democratic,,ma_2020_state_lower_2021-11-04.json,ma_2020_state_lower_2021-11-04.zip,ma_2020_state_lower_2021-11-04.pdf
MD,2000,Congress,8,Legislature,Vetoproof,Democratic,D,,"33 D, 14 R",,"106 D, 35 R",,rejected challenge to leg. map,2002-05-06,2002-05-06,2011-10-20,Superseded,Legislature,Democratic,,md_2000_congress_2002-05-06.json,md_2000_congress_2002-05-06.zip,md_2000_congress_2002-05-06.pdf
MD,2000,State Upper,47,Backup commission,,Democratic,D,Backup,"33 D, 14 R",,"106 D, 35 R",,,2002-02-22,2002-02-22,2002-06-21,Struck by state court,Governor,Democratic,,md_2000_state_upper_2002-02-22.json,md_2000_state_upper_2002-02-22.zip,md_2000_state_upper_2002-02-22.pdf
MD,2000,State Lower,141,Backup commission,,Democratic,D,Backup,"33 D, 14 R",,"106 D, 35 R",,,2002-02-22,2002-02-22,2002-06-21,Struck by state court,Governor,Democratic,,md_2000_state_lower_2002-02-22.json,md_2000_state_lower_2002-02-22.zip,md_2000_state_lower_2002-02-22.pdf
MD,2000,State Upper,47,Backup commission,,Democratic,D,Backup,"33 D, 14 R",,"106 D, 35 R",,court drew map (not legislature),2002-06-21,2002-06-21,2012-02-24,Superseded,State court,n/a,,md_2000_state_upper_2002-06-21.json,md_2000_state_upper_2002-06-21.zip,md_2000_state_upper_2002-06-21.pdf
MD,2000,State Lower,141,Backup commission,,Democratic,D,Backup,"33 D, 14 R",,"106 D, 35 R",,court drew map (not legislature),2002-06-21,2002-06-21,2012-02-24,Superseded,State court,n/a,,md_2000_state_lower_2002-06-21.json,md_2000_state_lower_2002-06-21.zip,md_2000_state_lower_2002-06-21.pdf
MD,2010,Congress,8,Legislature,,Democratic,D,,"35 D, 12 R",,"98 D, 43 R",,Rejected challenge to leg. map,2011-10-20,2011-10-20,2021-12-09,Superseded,Legislature,Democratic,https://planning.maryland.gov/Redistricting/Documents/2010zip/CongressSHP_2011.zip,md_2010_congress_2011-10-20.json,md_2010_congress_2011-10-20.zip,md_2010_congress_2011-10-20.pdf
MD,2010,State Upper,47,Backup commission,"No veto, backup Governor plan",Democratic,D,Backup,"35 D, 12 R",,"98 D, 43 R",,Rejected challenge to leg. map,2012-02-24,2012-02-24,2022-02-01,Superseded,Backup commission,Democratic,https://planning.maryland.gov/Redistricting/Documents/2010zip/Legislative_shape.zip,md_2010_state_upper_2012-02-24.json,md_2010_state_upper_2012-02-24.zip,md_2010_state_upper_2012-02-24.pdf
MD,2010,State Lower,141,Backup commission,"No veto, backup Governor plan",Democratic,D,Backup,"35 D, 12 R",,"98 D, 43 R",,Rejected challenge to leg. map,2012-02-24,2012-02-24,2022-02-01,Superseded,Backup commission,Democratic,https://planning.maryland.gov/Redistricting/Documents/2010zip/Legislative_shape.zip,md_2010_state_lower_2012-02-24.json,md_2010_state_lower_2012-02-24.zip,md_2010_state_lower_2012-02-24.pdf
MD,2020,Congress,8,Legislature,Vetoproof,Democratic,R,,"32 D, 15 R",,"99 D, 42 R",,court sent map back to legislature,2021-12-09,2021-12-09,2022-04-04,Struck by state court,Legislature,Democratic,https://redistricting.maryland.gov/Pages/illustrative.aspx,md_2020_congress_2021-12-09.json,md_2020_congress_2021-12-09.zip,md_2020_congress_2021-12-09.pdf
MD,2020,Congress,8,Legislature,Vetoproof,Democratic,R,,"32 D, 15 R",,"99 D, 42 R",,,2022-04-04,2022-04-04,2031-06-30,Active,Legislature,Democratic,,md_2020_congress_2022-04-04.json,md_2020_congress_2022-04-04.zip,md_2020_congress_2022-04-04.pdf
MD,2020,State Upper,47,Backup commission,"No veto, backup Governor plan",Democratic,R,Backup,"32 D, 15 R",,"99 D, 42 R",,rejected challenge to leg. map,2022-02-01,2022-02-01,2031-06-30,Active,Legislature,Democratic,,md_2020_state_upper_2022-02-01.json,md_2020_state_upper_2022-02-01.zip,md_2020_state_upper_2022-02-01.pdf
MD,2020,State Lower,141,Backup commission,"No veto, backup Governor plan",Democratic,R,Backup,"32 D, 15 R",,"99 D, 42 R",,rejected challenge to leg. map,2022-02-01,2022-02-01,2031-06-30,Active,Legislature,Democratic,,md_2020_state_lower_2022-02-01.json,md_2020_state_lower_2022-02-01.zip,md_2020_state_lower_2022-02-01.pdf
ME,2000,Congress,2,Advisory commission,Supermajority,Split,I,,"17 D, 16 R",,"81 D, 69 R",,court drew map (not legislature),2003-07-02,2003-07-02,2011-09-28,Superseded,State court,n/a,,me_2000_congress_2003-07-02.json,me_2000_congress_2003-07-02.zip,me_2000_congress_2003-07-02.pdf
ME,2000,State Upper,35,Advisory commission,Supermajority,Split,I,,"17 D, 16 R",,"81 D, 69 R",,court drew map (not legislature),2003-07-02,2003-07-02,2013-06-14,Superseded,State court,n/a,,me_2000_state_upper_2003-07-02.json,me_2000_state_upper_2003-07-02.zip,me_2000_state_upper_2003-07-02.pdf
ME,2000,State Lower,151,Advisory commission,Supermajority,Split,I,,"17 D, 16 R",,"81 D, 69 R",,rejected challenge to leg. map,2003-05-23,2003-05-23,2013-06-14,Superseded,Legislature,Split,,me_2000_state_lower_2003-05-23.json,me_2000_state_lower_2003-05-23.zip,me_2000_state_lower_2003-05-23.pdf
ME,2010,Congress,2,Advisory commission,Supermajority,Split,R,,"14 D, 20 R, 1 O",,"72 D, 78 R, 1 O",,Rejected challenge to leg. map,2011-09-28,2011-09-28,2021-09-29,Superseded,Legislature,Split,https://opendata.arcgis.com/datasets/0a08ddf9d94e4b46b52bb67198a40ced_15.zip,me_2010_congress_2011-09-28.json,me_2010_congress_2011-09-28.zip,me_2010_congress_2011-09-28.pdf
ME,2010,State Upper,34,Advisory commission,Supermajority,Split,D,,"18 D, 17 R",,"80 D, 67 R, 4 O",,,2003-07-02,2003-07-02,2013-06-14,Superseded,State court,n/a,https://opendata.arcgis.com/datasets/74b35c31eab1476cb64ae2df191b0e88_12.zip,me_2010_state_upper_2003-07-02.json,me_2010_state_upper_2003-07-02.zip,me_2010_state_upper_2003-07-02.pdf
ME,2010,State Upper,34,Advisory commission,Supermajority,Split,R,,"14 D, 20 R, 1 O",,"72 D, 78 R, 1 O",,,2013-06-14,2013-06-14,2021-09-29,Superseded,Legislature,Split,https://opendata.arcgis.com/datasets/240a13eb90d5424a8648a3ed05c972ac_13.zip,me_2010_state_upper_2013-06-14.json,me_2010_state_upper_2013-06-14.zip,me_2010_state_upper_2013-06-14.pdf
ME,2010,State Lower,151,Advisory commission,Supermajority,Split,R,,"14 D, 20 R, 1 O",,"72 D, 78 R, 1 O",,,2003-05-23,2003-05-23,2013-06-14,Superseded,Legislature,Split,https://opendata.arcgis.com/datasets/15fad4460d2d452e8e20785b44d54581_7.zip,me_2010_state_lower_2003-05-23.json,me_2010_state_lower_2003-05-23.zip,me_2010_state_lower_2003-05-23.pdf
ME,2010,State Lower,151,Advisory commission,Supermajority,Split,R,,"14 D, 20 R, 1 O",,"72 D, 78 R, 1 O",,,2013-06-14,2013-06-14,2021-09-29,Superseded,Legislature,Split,https://opendata.arcgis.com/datasets/5473f381ae26462494ab90dc512bffae_8.zip,me_2010_state_lower_2013-06-14.json,me_2010_state_lower_2013-06-14.zip,me_2010_state_lower_2013-06-14.pdf
ME,2020,Congress,2,Advisory commission,Supermajority,Split,D,,"22 D, 13 R",,"80 D, 67 R, 4 O",,,2021-09-29,2021-09-29,2031-06-30,Active,Legislature,Split,https://legislature.maine.gov/apportionment/9242021-meeting-materials/11529,me_2020_congress_2021-09-29.json,me_2020_congress_2021-09-29.zip,me_2020_congress_2021-09-29.pdf
ME,2020,State Upper,34,Advisory commission,Supermajority,Split,D,,"22 D, 13 R",,"80 D, 67 R, 4 O",,,2021-09-29,2021-09-29,2031-06-30,Active,Legislature,Split,https://legislature.maine.gov/apportionment/9242021-meeting-materials/11529,me_2020_state_upper_2021-09-29.json,me_2020_state_upper_2021-09-29.zip,me_2020_state_upper_2021-09-29.pdf
ME,2020,State Lower,151,Advisory commission,Supermajority,Split,D,,"22 D, 13 R",,"80 D, 67 R, 4 O",,,2021-09-29,2021-09-29,2031-06-30,Active,Legislature,Split,https://legislature.maine.gov/apportionment/9242021-meeting-materials/11529,me_2020_state_lower_2021-09-29.json,me_2020_state_lower_2021-09-29.zip,me_2020_state_lower_2021-09-29.pdf
MI,2000,Congress,15,Legislature,,Republican,R,,"15 D, 23 R",,"52 D, 57 R",,rejected challenge to leg. map,2001-09-19,2002-02-11,2012-02-28,Superseded,Legislature,Split,,mi_2000_congress_2002-02-11.json,mi_2000_congress_2002-02-11.zip,mi_2000_congress_2002-02-11.pdf
MI,2000,State Upper,38,Legislature,,Republican,R,,"15 D, 23 R",,"52 D, 57 R",,,2001-09-20,2002-02-11,2012-02-28,Superseded,Legislature,Split,,mi_2000_state_upper_2002-02-11.json,mi_2000_state_upper_2002-02-11.zip,mi_2000_state_upper_2002-02-11.pdf
MI,2000,State Lower,110,Legislature,,Republican,R,,"15 D, 23 R",,"52 D, 57 R",,,2001-09-20,2002-02-11,2012-02-28,Superseded,Legislature,Split,,mi_2000_state_lower_2002-02-11.json,mi_2000_state_lower_2002-02-11.zip,mi_2000_state_lower_2002-02-11.pdf
MI,2010,Congress,14,Legislature,,Republican,R,,"12 D, 26 R",,"47 D, 63 R",,Rejected challenge to leg. map,2011-08-09,2012-02-28,2021-12-28,Superseded,Legislature,Republican,https://opendata.arcgis.com/datasets/c282f3a2f1b84a54ae6dc44bc7568247_15.zip,mi_2010_congress_2012-02-28.json,mi_2010_congress_2012-02-28.zip,mi_2010_congress_2012-02-28.pdf
MI,2010,State Upper,38,Legislature,,Republican,R,,"12 D, 26 R",,"47 D, 63 R",,Rejected challenge to leg. map,2011-08-09,2012-02-28,2021-12-28,Superseded,Legislature,Republican,https://opendata.arcgis.com/datasets/96f55882b15040fbb1d32baf17897ec8_16.zip,mi_2010_state_upper_2012-02-28.json,mi_2010_state_upper_2012-02-28.zip,mi_2010_state_upper_2012-02-28.pdf
MI,2010,State Lower,110,Legislature,,Republican,R,,"12 D, 26 R",,"47 D, 63 R",,Rejected challenge to leg. map,2011-08-09,2012-02-28,2021-12-28,Superseded,Legislature,Republican,https://opendata.arcgis.com/datasets/078bf618c3e047ab9358c48f8c735eaa_17.zip,mi_2010_state_lower_2012-02-28.json,mi_2010_state_lower_2012-02-28.zip,mi_2010_state_lower_2012-02-28.pdf
MI,2020,Congress,13,Independent commission,,Split,D,No role,"16 D, 22 R",No role,"52 D, 58 R",No role,rejected challenge to commission map,2021-12-28,2021-12-28,2031-06-30,Active,Independent commission,Nonpartisan,,mi_2020_congress_2021-12-28.json,mi_2020_congress_2021-12-28.zip,mi_2020_congress_2021-12-28.pdf
MI,2020,State Upper,38,Independent commission,,Split,D,No role,"16 D, 22 R",No role,"52 D, 58 R",No role,pending litigation,2021-12-28,2021-12-28,2031-06-30,In litigation,Independent commission,Nonpartisan,,mi_2020_state_upper_2021-12-28.json,mi_2020_state_upper_2021-12-28.zip,mi_2020_state_upper_2021-12-28.pdf
MI,2020,State Lower,110,Independent commission,,Split,D,No role,"16 D, 22 R",No role,"52 D, 58 R",No role,pending litigation,2021-12-28,2021-12-28,2031-06-30,In litigation,Independent commission,Nonpartisan,,mi_2020_state_lower_2021-12-28.json,mi_2020_state_lower_2021-12-28.zip,mi_2020_state_lower_2021-12-28.pdf
MN,2000,Congress,8,Legislature,,Split,I,,"39 D, 27 R",,"64 D, 70 R",,court drew map (not legislature),2002-03-19,2002-03-19,2012-02-21,Superseded,State court,n/a,,mn_2000_congress_2002-03-19.json,mn_2000_congress_2002-03-19.zip,mn_2000_congress_2002-03-19.pdf
MN,2000,State Upper,67,Legislature,,Split,I,,"39 D, 27 R",,"64 D, 70 R",,court drew map (not legislature),2002-03-19,2002-03-19,2012-02-21,Superseded,State court,n/a,,mn_2000_state_upper_2002-03-19.json,mn_2000_state_upper_2002-03-19.zip,mn_2000_state_upper_2002-03-19.pdf
MN,2000,State Lower,134,Legislature,,Split,I,,"39 D, 27 R",,"64 D, 70 R",,court drew map (not legislature),2002-03-19,2002-03-19,2012-02-21,Superseded,State court,n/a,,mn_2000_state_lower_2002-03-19.json,mn_2000_state_lower_2002-03-19.zip,mn_2000_state_lower_2002-03-19.pdf
MN,2010,Congress,8,Legislature,,Split,D,,"30 D, 37 R",,"62 D, 72 R",,Court drew map (not legislature),2012-02-21,2012-02-21,2022-02-15,Superseded,State court,n/a,https://resources.gisdata.mn.gov/pub/gdrs/data/pub/us_mn_state_lcc/bdry_congressionaldistricts2012/shp_bdry_congressionaldistricts2012.zip,mn_2010_congress_2012-02-21.json,mn_2010_congress_2012-02-21.zip,mn_2010_congress_2012-02-21.pdf
MN,2010,State Upper,67,Legislature,,Split,D,,"30 D, 37 R",,"62 D, 72 R",,Court drew map (not legislature),2012-02-21,2012-02-21,2022-02-15,Superseded,State court,n/a,https://resources.gisdata.mn.gov/pub/gdrs/data/pub/us_mn_state_lcc/bdry_senatedistricts2012/shp_bdry_senatedistricts2012.zip,mn_2010_state_upper_2012-02-21.json,mn_2010_state_upper_2012-02-21.zip,mn_2010_state_upper_2012-02-21.pdf
MN,2010,State Lower,134,Legislature,,Split,D,,"30 D, 37 R",,"62 D, 72 R",,Court drew map (not legislature),2012-02-21,2012-02-21,2022-02-15,Superseded,State court,n/a,https://resources.gisdata.mn.gov/pub/gdrs/data/pub/us_mn_state_lcc/bdry_housedistricts2012/shp_bdry_housedistricts2012.zip,mn_2010_state_lower_2012-02-21.json,mn_2010_state_lower_2012-02-21.zip,mn_2010_state_lower_2012-02-21.pdf
MN,2020,Congress,8,Legislature,,Split,D,,"33 D, 34 R",,"70 D, 64 R",,court drew map (not legislature),2022-02-15,2022-02-15,2031-06-30,Active,State court,n/a,,mn_2020_congress_2022-02-15.json,mn_2020_congress_2022-02-15.zip,mn_2020_congress_2022-02-15.pdf
MN,2020,State Upper,67,Legislature,,Split,D,,"33 D, 34 R",,"70 D, 64 R",,court drew map (not legislature),2022-02-15,2022-02-15,2031-06-30,Active,State court,n/a,,mn_2020_state_upper_2022-02-15.json,mn_2020_state_upper_2022-02-15.zip,mn_2020_state_upper_2022-02-15.pdf
MN,2020,State Lower,134,Legislature,,Split,D,,"33 D, 34 R",,"70 D, 64 R",,court drew map (not legislature),2022-02-15,2022-02-15,2031-06-30,Active,State court,n/a,,mn_2020_state_lower_2022-02-15.json,mn_2020_state_lower_2022-02-15.zip,mn_2020_state_lower_2022-02-15.pdf
MO,2000,Congress,9,Legislature,,Split,D,,"14 D, 18 R",,"87 D, 76 R",,,2001-06-01,2001-06-01,2011-05-04,Superseded,Legislature,Split,,mo_2000_congress_2001-06-01.json,mo_2000_congress_2001-06-01.zip,mo_2000_congress_2001-06-01.pdf
MO,2000,State Upper,9,Politician commission,,Split,D,,"14 D, 18 R",,"87 D, 76 R",,,2001-11-30,2001-11-30,2011-11-30,Superseded,Backup commission,Split,,mo_2000_state_upper_2001-11-30.json,mo_2000_state_upper_2001-11-30.zip,mo_2000_state_upper_2001-11-30.pdf
MO,2000,State Lower,9,Politician commission,,Split,D,,"14 D, 18 R",,"87 D, 76 R",,,2001-11-30,2001-11-30,2011-11-30,Superseded,Backup commission,Split,,mo_2000_state_lower_2001-11-30.json,mo_2000_state_lower_2001-11-30.zip,mo_2000_state_lower_2001-11-30.pdf
MO,2010,Congress,8,Legislature,,Split,D,,"8 D, 26 R",,"57 D, 106 R",,Rejected challenge to leg. map,2011-05-04,2011-05-04,2022-05-18,Superseded,Legislature,Split,http://archive.oa.mo.gov/bp/redistricting/documents/Congressional_Shapefiles.zip,mo_2010_congress_2011-05-04.json,mo_2010_congress_2011-05-04.zip,mo_2010_congress_2011-05-04.pdf
MO,2010,State Upper,34,Politician commission,Backup commission,Split,D,No role,"8 D, 26 R",No role,"56 D, 106 R, 1 O",No role,Court sent map back to commission,2011-12-09,2011-12-09,2012-03-12,Struck by state court,Backup commission,n/a,,mo_2010_state_upper_2011-12-09.json,mo_2010_state_upper_2011-12-09.zip,mo_2010_state_upper_2011-12-09.pdf
MO,2010,State Upper,34,Politician commission,Backup commission,Split,D,No role,"8 D, 26 R",No role,"56 D, 106 R, 1 O",No role,Court sent map back to commission,2012-03-12,2012-03-12,2022-03-15,Superseded,Politician commission,Split,http://archive.oa.mo.gov/bp/redistricting/documents/Senate_Final_Shape_2012.zip,mo_2010_state_upper_2012-03-12.json,mo_2010_state_upper_2012-03-12.zip,mo_2010_state_upper_2012-03-12.pdf
MO,2010,State Lower,163,Politician commission,Backup commission,Split,D,No role,"8 D, 26 R",No role,"56 D, 106 R, 1 O",No role,,2011-11-30,2011-11-30,2022-01-19,Superseded,Backup commission,n/a,http://archive.oa.mo.gov/bp/redistricting/documents/HouseAppPlanShapefile.zip,mo_2010_state_lower_2011-11-30.json,mo_2010_state_lower_2011-11-30.zip,mo_2010_state_lower_2011-11-30.pdf
MO,2020,Congress,8,Legislature,Vetoproof,Republican,R,,"10 D, 24 R",,"49 D, 114 R",,rejected challenge to leg. map,2022-05-18,2022-05-18,2031-06-30,Active,Legislature,Republican,,mo_2020_congress_2022-05-18.json,mo_2020_congress_2022-05-18.zip,mo_2020_congress_2022-05-18.pdf
MO,2020,State Upper,34,Politician commission,,Split,R,No role,"10 D, 24 R",No role,"49 D, 114 R",No role,,2022-03-15,2022-03-15,2031-06-30,Active,Backup commission,n/a,,mo_2020_state_upper_2022-03-15.json,mo_2020_state_upper_2022-03-15.zip,mo_2020_state_upper_2022-03-15.pdf
MO,2020,State Lower,163,Politician commission,,Split,R,No role,"10 D, 24 R",No role,"49 D, 114 R",No role,,2022-01-19,2022-01-19,2031-06-30,Active,Politician commission,Split,,mo_2020_state_lower_2022-01-19.json,mo_2020_state_lower_2022-01-19.zip,mo_2020_state_lower_2022-01-19.pdf
MS,2000,Congress,4,Legislature,,Democratic,D,,"34 D, 18 R",,"86 D, 33 R",,court drew map (not legislature),2002-02-04,2002-02-04,2011-12-30,Superseded,Federal court,n/a,,ms_2000_congress_2002-02-04.json,ms_2000_congress_2002-02-04.zip,ms_2000_congress_2002-02-04.pdf
